id,time,mood,circumplex.arousal,circumplex.valence,activity,call,screen,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
AS14.33,2014-05-08,4.8,-0.735,0.33000000000000007,0.10704673996817968,33.0,18847.141271799806,5.5,5999.715000000003,6400.5387500000015,1391.2124999999999,15.53,,,251.66062500000007,15714.402,684.7817500000001,14.781315789473684,278.12700000000007,
AS14.33,2014-05-09,7.6,-0.6950000000000001,0.09000000000000005,0.0414747040409593,28.0,19376.49202656746,6.5,4837.504000000001,6709.4365,1457.0815,15.53,,,273.50662500000004,18798.673000000003,554.89475,14.253947368421054,196.83900000000003,
AS14.33,2014-05-10,6.0,-0.4416666666666667,0.15666666666666673,0.0533864101516512,27.0,21758.599777966738,7.5,5120.119000000001,6419.680125000001,1435.5014999999999,15.53,,,302.89362500000004,17574.311,519.7327500000001,13.726578947368422,251.53675,
AS14.33,2014-05-11,6.0,-0.25,0.22000000000000006,0.040231392249616256,22.0,19081.590024948124,8.5,4093.4989999999993,3120.783625,1164.835,15.53,,,316.122625,15015.229000000001,350.59237500000006,13.19921052631579,320.07625,
AS14.33,2014-05-12,5.0,-0.35,0.4200000000000001,0.04468295425436633,22.0,19967.207526981834,9.5,4272.955999999999,3705.6113750000004,1242.03925,15.53,,,356.62225000000007,16366.04,353.51037500000007,12.671842105263158,373.5825,
AS14.33,2014-05-13,6.833333333333333,-0.09000000000000002,0.3400000000000001,0.05711289596187954,16.0,19178.69152468443,10.0,4016.891999999998,4153.97225,1164.257,15.53,,,303.03462500000006,15078.923,54.815,12.144473684210526,297.8685,
AS14.33,2014-05-14,6.0,-0.19666666666666668,0.4600000000000001,0.05481966216347702,14.0,15233.637517988684,10.0,3409.7739999999985,3694.6315,1102.86,15.53,,,339.02925000000005,12031.427,171.6565,11.617105263157894,313.56949999999995,
AS14.33,2014-05-15,7.0,-0.11666666666666667,0.36000000000000004,0.060332316198325096,16.0,17475.264768987894,10.0,4291.465,5506.877375,1313.32925,15.53,,,349.54425000000003,14685.312,359.87249999999995,11.089736842105264,237.22975,
AS14.33,2014-05-16,6.0,-0.03666666666666667,0.4800000000000001,0.06845590020800889,24.0,18363.755518496037,9.5,4954.671999999999,5484.67675,1420.7815,15.53,,,372.67425000000003,14387.867999999999,567.3557142857143,10.668442105263159,182.56525,
AS14.33,2014-05-17,6.0,0.16333333333333333,0.44666666666666677,0.06698713121460946,25.0,18675.949267357588,8.5,5203.9169999999995,5321.313,1434.704875,15.53,,,330.1086250000001,14584.489000000001,757.5871428571428,10.35322105263158,146.1015,
AS14.33,2014-05-18,6.2,-0.056666666666666664,0.4866666666666667,0.04254082469157975,26.8,19034.013520419598,7.5,5035.550999999999,4754.282250000001,1349.7586249999997,15.53,,,353.1936250000001,17556.529000000002,930.5667857142856,10.144073684210527,127.8385,
AS14.33,2014-05-19,6.25,-0.030000000000000006,0.44666666666666666,0.04357308310808722,26.4,20081.06627175212,6.5,5006.173999999999,4847.552625,1219.8987499999998,15.53,,,348.00100000000003,18131.854,976.5621428571427,10.041,106.21075,
AS14.33,2014-05-20,6.0,-0.13000000000000003,0.44666666666666666,0.02274324189242834,23.8,15125.790769726038,5.5,3230.488999999998,2639.70275,939.6482499999998,15.53,,,314.39000000000004,15449.644,895.5732142857141,10.043999999999999,81.21825000000001,
AS14.33,2014-05-21,5.75,-0.3433333333333334,0.20666666666666672,0.01582315442735944,18.0,15106.317021012308,5.0,2715.2329999999984,2926.527875,1069.1913749999999,15.53,,,305.63,16807.474000000002,814.5842857142856,10.652599999999998,61.289,
AS14.33,2014-05-22,5.833333333333333,-0.29333333333333333,0.19000000000000006,0.014796041993324478,22.0,15001.990521132946,5.0,2527.882999999999,3541.3400000000006,900.5515,15.53,,,316.87362500000006,15392.658000000003,733.595357142857,11.866799999999998,49.89750000000001,
AS14.33,2014-05-23,6.4,-0.33999999999999997,0.15000000000000005,0.015366895813174122,20.2,11966.521265953781,5.0,1988.1349999999995,3226.4992500000003,826.0844999999999,15.53,,,358.17025,12823.255000000001,652.6064285714285,13.686599999999999,76.99583333333334,
AS14.33,2014-05-24,6.25,-0.45,0.16000000000000006,0.016394755849793753,18.1,14620.287268131973,5.0,2290.6339999999996,5146.88975,1089.146875,15.53,,,333.7678750000001,14278.710000000003,571.6175,16.112,134.04625000000001,
AS14.33,2014-05-25,5.4,-0.5,0.1266666666666667,0.04501236460087949,15.7,17281.678016901016,5.0,3227.332999999999,6242.834124999999,1023.7262499999999,15.53,,,330.6878750000001,14545.204000000002,490.6285714285714,19.142999999999997,221.04875,
AS14.33,2014-05-26,6.2,-0.44666666666666666,0.16666666666666669,0.06461647954528955,20.5,18079.695267409086,7.0,3633.804999999999,6477.946,870.6591249999999,15.53,,17.103375000000014,434.7575000000001,14517.812000000002,409.6396428571428,22.174,288.2175,
AS14.33,2014-05-27,8.2,-0.6666666666666667,0.1966666666666667,0.06484972596136009,15.5,18126.596517264843,8.0,3505.8029999999994,6840.943125,885.599125,15.53,,78.99281250000001,504.7111250000001,14448.92,328.6507142857143,25.205,335.5525,
AS14.33,2014-05-28,7.0,-0.5,0.43666666666666665,0.08139263653735174,24.5,21791.578268140554,8.0,4670.152,7757.94525,1074.0247499999998,15.53,,185.6683125,735.922,15029.163,247.66178571428574,28.235999999999997,327.99916666666667,
AS14.33,2014-05-29,6.8,-0.6166666666666666,0.5866666666666667,0.11240630752353709,28.0,17898.28876450658,8.0,4499.527,5887.376749999999,768.5167499999999,15.53,,292.3438125,699.319375,12238.320999999998,166.67285714285717,31.266999999999996,263.59749999999997,
AS14.33,2014-05-30,7.0,-0.6266666666666667,0.44000000000000006,0.11869250694241798,30.0,19309.913766294714,8.0,4943.241000000004,5781.139125,820.986375,15.53,,399.0193125,709.5673750000001,11908.458999999999,1127.0950892857145,34.297999999999995,366.12725,
AS14.33,2014-05-31,,-0.9466666666666667,0.64,0.1342324478661661,24.0,21271.718015551563,6.0,5868.374000000005,6234.613874999999,691.592125,15.53,,488.5914375,590.1867500000001,10882.838,2103.7151071428575,36.7228,489.0615,
AS14.32,2014-03-31,8.0,,,,,,,,,,,,,,,,,,
AS14.32,2014-04-01,7.0,-1.0000000000000002,1.5000000000000002,,4.0,2537.335749894381,,175.65600000000006,1498.4911250000002,568.1692500000003,,,17.103375,136.87087499999996,13.198999999999991,,,,
AS14.32,2014-04-02,8.0,-0.5000000000000001,0.7500000000000001,0.1649309645848953,9.0,5385.410750895738,2.0,471.8480000000002,2870.125,1520.482625,,,34.20675,219.85287499999998,42.43966666666666,,,,
AS14.32,2014-04-03,8.0,-0.41666666666666674,0.6666666666666666,0.13922491979385568,11.0,9165.063251823185,3.0,699.6990000000002,5218.500249999999,2882.5135,,,51.310125,333.25787499999996,87.722,316.87637499999994,,,
AS14.32,2014-04-04,8.4,-0.43750000000000006,0.625,0.11746658694697072,12.0,11913.465255588293,7.0,852.8280000000002,7317.1402499999995,3424.0375000000004,,,68.12225328947369,391.16687499999995,149.046,596.7274166666666,,5.024000000000001,
AS14.32,2014-04-05,7.6,-0.07000000000000006,0.78,0.10368919391413867,17.0,14431.533507168293,11.0,1096.5890000000002,8351.077125,4122.449625,,,84.64313486842104,502.55649999999997,323.931,839.5531249999999,,12.550500000000001,
AS14.32,2014-04-06,7.0,-0.15000000000000005,0.48,0.09589258209999056,14.0,15740.11025902629,15.0,1266.636,8938.84575,4639.250625000001,,,83.7693947368421,435.49262500000003,499.63699999999994,1045.3535,,22.579500000000003,
AS14.32,2014-04-07,7.8,-0.25,0.38,0.07939271091339214,20.0,17194.84726068378,21.0,1710.4389999999994,9384.997124999998,4469.72675,,,82.60440789473684,404.689625,589.1383333333332,1135.4505,,33.2263,22.431
AS14.32,2014-04-08,7.333333333333333,-0.12000000000000002,0.32,0.07101394538651488,19.0,16343.574012875559,25.0,1983.8919999999994,8651.989875,3816.8563749999994,,,81.14817434210526,356.852625,592.435,906.438125,,44.4909,44.862
AS14.32,2014-04-09,8.25,0.046666666666666634,0.22000000000000003,0.07253015548618671,33.0,17387.941761285067,23.0,2746.1469999999995,8317.912875,3944.6066249999994,,,79.69194078947368,325.11962500000004,642.843,712.2180833333333,,51.3493,67.293
AS14.32,2014-04-10,7.666666666666667,-0.18333333333333335,0.09000000000000004,0.07713503102807298,30.0,18640.60301232338,20.5,2665.3319999999994,9773.444749999999,4056.6627499999995,,,78.2357072368421,298.086,642.843,567.4270624999999,,56.323,89.724
AS14.32,2014-04-11,8.6,0.1633333333333333,0.15666666666666668,0.09092259302841234,35.0,18175.115511357784,17.5,2862.4659999999994,9252.618124999999,3430.780124999999,,,76.77947368421053,318.69162500000004,587.5825,472.0650625,,59.412,112.155
AS14.32,2014-04-12,8.0,0.30333333333333334,0.4166666666666667,0.09294852612712509,29.0,15888.31176033616,11.5,2400.5769999999993,8507.482375,3146.383249999999,,,75.32324013157894,316.015625,561.2445,453.48974999999996,,69.535996875,112.155
AS14.32,2014-04-13,7.5,-0.1366666666666667,0.4966666666666667,0.10159714191499306,34.0,15013.478757768871,8.5,2076.2879999999996,7975.5435,2870.726625,,,73.86700657894737,333.038625,724.3494999999999,398.23075,,86.694990625,112.155
AS14.32,2014-04-14,8.0,-0.10333333333333336,0.5966666666666667,0.10384389293804533,22.0,15036.448258370163,8.5,1718.3359999999996,8165.420499999998,2772.495,,,72.4107730263158,360.966625,812.0351666666667,344.80975,,110.88898125,112.155
AS14.32,2014-04-15,8.5,-0.15333333333333338,0.5466666666666666,0.11083858257977264,28.0,14375.077006816864,9.0,1885.0429999999997,7325.617249999999,2866.99,,,70.9545394736842,367.54724999999996,824.3014999999999,384.84456250000005,,142.11796875000002,112.155
AS14.32,2014-04-16,8.5,-0.07,0.63,0.11081590888016372,29.0,14423.85925886035,9.666666666666666,1677.0249999999996,7434.047374999998,3254.221625,,,69.49830592105263,324.87762499999997,865.5419999999999,518.3351875,,180.38195312500002,112.155
AS14.32,2014-04-17,7.0,-0.010000000000000009,0.5700000000000001,0.10574476637609811,28.0,14738.99725934863,9.0,1784.358,7456.594375,3333.067125,,,68.04207236842105,292.569625,940.4445,596.1595,,218.6459375,112.155
AS14.32,2014-04-18,7.0,0.15,0.65,0.10938311876750213,24.0,14974.42101097107,8.0,2010.8239999999998,8032.669249999999,3354.5545,,,66.58583881578947,289.424875,888.4885,663.8895,,256.909921875,112.155
AS14.32,2014-04-19,7.0,-0.2,0.6666666666666667,0.10034375292813483,23.0,12335.573008656502,7.0,1952.4399999999998,6452.56825,2888.9145,,,65.12960526315788,278.105,863.9558333333333,749.23,,295.17390625,112.155
AS14.32,2014-04-20,7.0,-0.5,0.6,0.08731915249940998,16.5,10666.475259274244,6.0,1704.3909999999998,5799.583375,2185.381875,,,63.67337171052631,193.290375,851.6895,745.9265,,333.437890625,112.155
AS14.32,2014-04-21,7.0,-1.0,0.4,0.06658504831842316,10.5,10105.170008540155,5.333333333333334,1510.973,6124.193125000002,1652.533625,,,62.21713815789474,190.68837500000004,851.6895,653.979,,371.70187500000003,112.155
AS14.32,2014-04-22,7.0,-1.295,0.275,0.07822406655368486,9.5,11266.625009298325,5.0,1540.5809999999997,6870.612625000001,1767.7863750000001,,,60.760904605263164,298.9833125,859.268,673.83,,409.965859375,112.155
AS14.32,2014-04-23,8.0,-1.135,0.07499999999999998,0.0741157096407343,10.5,12545.762509524822,5.0,1518.7479999999998,6666.634875,2039.996,,,59.30467105263158,425.3759375000001,805.8129999999999,752.833,,448.22984375,112.155
AS14.32,2014-04-24,8.0,-0.885,0.05833333333333333,0.07700162013118365,17.5,14709.252761155365,5.0,1496.1799999999998,8354.44475,2341.7940000000003,,,57.8484375,408.87181250000003,743.2679999999999,659.5485000000001,,486.49382812499994,112.155
AS14.32,2014-04-25,7.5,-0.585,0.225,0.092655672364475,22.0,17060.981513917446,5.0,1934.2429999999997,9571.276249999999,2689.238875,,,56.39220394736842,549.6384375,777.7549999999999,654.570875,,524.7578125,112.155
AS14.32,2014-04-26,7.0,-0.28500000000000003,0.375,0.12360915206205891,26.0,16190.235512793062,5.3999999999999995,2214.1535,9089.658125,2831.7031250000005,,,54.93597039473684,586.2972500000001,909.1605,612.5892916666667,,563.021796875,112.155
AS14.32,2014-04-27,7.5,-0.19,0.4,0.10818432476410486,27.0,15371.423261851072,6.199999999999999,2122.0624999999995,8262.403875,2685.2385000000004,,,53.47973684210526,477.51831250000004,1137.4844999999998,533.60375,,601.28578125,112.155
AS14.32,2014-04-28,8.0,-0.1,0.45,0.09842347561185935,31.0,15032.247511565685,7.4,2133.7554999999998,8457.996625,2493.678125,,,52.02350328947368,303.21843750000005,1422.4647857142857,424.68874999999997,,631.8969687499999,112.155
AS14.32,2014-04-29,7.0,0.1,0.4833333333333334,0.10799154500071664,27.0,13696.112759858372,9.0,1737.1844999999998,7929.912875,2572.24975,,,50.5672697368421,349.4190625,1689.422357142857,487.37924999999996,,654.855359375,112.155
AS14.32,2014-04-30,7.0,0.1,0.41666666666666663,0.09754523372128807,27.0,12173.470006823542,11.0,1556.1185,6798.000875,2635.435375,,,49.11103618421052,245.10843750000004,1847.392214285714,461.080875,,670.160953125,112.155
AS14.32,2014-05-01,7.25,-0.05,0.31666666666666665,0.09021376965894551,31.0,13778.832507431509,12.1,1464.2939999999999,7460.230749999999,2895.438,,,47.65480263157894,204.008625,1896.487857142857,447.80345833333337,,677.8137499999999,112.155
AS14.32,2014-05-02,7.5,0.0,0.31666666666666665,0.09928790321065732,37.0,14051.14400780201,12.3,1358.174,8100.088249999999,3018.640375,,,46.198569078947365,227.557625,1836.7092857142857,447.547,,677.81375,112.155
AS14.32,2014-05-03,8.666666666666666,-0.25,0.36666666666666664,0.10298100341757777,32.0,12118.712256520987,11.6,1142.982,7281.541749999999,2677.8005,,,44.742335526315784,212.12962500000003,1776.9307142857142,471.82660000000004,,677.8137499999999,112.155
AS14.32,2014-05-04,7.0,-0.38333333333333336,0.4333333333333333,0.10426963353548765,28.0,11861.361758381128,10.0,1186.6909999999998,7301.311749999999,2428.76725,,,43.28610197368421,188.42062500000003,1717.1521428571427,484.32030000000003,,677.81375,112.155
AS14.32,2014-05-05,6.5,-0.4833333333333334,0.3,0.09503339293688046,43.0,13759.560758978125,8.25,1628.1469999999997,8069.987999999999,2658.2815,,,41.82986842105263,181.296625,1524.6952857142858,485.02810000000005,,677.8137499999999,112.155
AS14.32,2014-05-06,6.0,-0.4333333333333334,0.275,0.09283840758552922,43.0,13272.66125926375,7.25,1603.3609999999999,7833.390625,2813.26775,,,40.37363486842105,211.005625,1257.2551428571428,497.25100000000003,,677.81375,112.155
AS14.32,2014-05-07,6.0,-0.5833333333333334,0.225,0.0877766873398057,37.0,13233.096506893631,7.0,1697.0929999999998,7658.2755,2718.79175,,,38.91740131578947,217.112625,914.8317142857143,520.989,,677.8137499999999,112.155
AS14.32,2014-05-08,7.75,-0.5833333333333333,0.075,0.09366927205855709,48.0,15579.640009522433,7.5,2009.6269999999995,9143.11275,3008.64775,,,37.461167763157896,267.381625,801.78,770.9664000000001,,677.81375,112.155
AS14.32,2014-05-09,7.25,-0.7,0.025,0.08590906419854552,56.0,18534.460505783554,8.5,2506.0869999999995,9731.6125,3852.8646250000006,,,36.004934210526315,251.016,918.1000000000001,1247.1832,,677.8137499999999,112.155
AS14.32,2014-05-10,7.2,-0.75,0.125,0.10521778984097996,41.0,18343.319505989555,9.25,2005.9779999999998,9826.445874999998,4230.438,,,34.548700657894734,268.079,1396.47,1807.1177750000002,,677.81375,112.155
AS14.32,2014-05-11,7.2,-0.8800000000000001,0.19,0.09768427822099716,38.0,16817.540505588055,9.75,1919.9759999999997,8694.524374999999,3618.2645,,,33.092467105263154,306.17025,1961.779,2362.3047500000002,,677.8137499999999,112.155
AS14.32,2014-05-12,,-0.8,0.27999999999999997,0.10611216764011915,40.0,14556.945256084207,10.0,1828.1069999999997,7553.1089999999995,3286.44875,,,31.927480263157896,279.34825,2614.027,2912.744125,,677.81375,112.155
AS14.31,2014-04-01,6.666666666666667,,,,,,,,,,,,,,,,,,
AS14.31,2014-04-02,6.6,2.220446049250313e-16,0.6666666666666665,0.234817017504906,1.0,2404.818751007319,,668.4849999999997,984.6753750000003,131.41562500000003,58.16899999999998,,,87.49800000000002,289.00300000000004,,,97.49149999999997,
AS14.31,2014-04-03,6.8,0.3000000000000001,0.8333333333333333,0.2171593370591819,4.0,4154.659751921893,,1013.5319999999997,1853.43675,233.28225000000003,77.243,,,174.65725000000003,365.276,,,157.7215,
AS14.31,2014-04-04,7.4,0.3333333333333334,0.6888888888888888,0.1893742415289388,6.0,4907.068252772094,,1310.6729999999998,1987.31575,410.09225000000004,87.79699999999998,,,183.70825000000002,579.099,,,263.44999999999993,
AS14.31,2014-04-05,6.6,0.45000000000000007,0.6666666666666666,0.20283127082943092,11.0,6104.555254071953,,1930.4409999999996,2493.179125,550.720875,89.83099999999999,,86.52787500000002,283.63087500000006,694.5310000000001,51.25400000000002,,387.96999999999997,
AS14.31,2014-04-06,6.6,0.36000000000000004,0.5733333333333334,0.19575778127290538,12.0,7976.707755476237,1.0,2716.9809999999993,3334.1425,645.9395,137.1205,,150.71458333333334,330.01387500000004,711.572,108.62173333333337,,428.22299999999996,
AS14.31,2014-04-07,7.0,0.4,0.48,0.17818846394785584,12.0,6676.147005677223,3.0,2377.7149999999997,3080.26325,558.7128749999999,115.1085,,192.56012500000003,253.55087500000002,482.799,172.10320000000002,,379.938875,
AS14.31,2014-04-08,7.0,0.4,0.4,0.166907443545476,10.0,7608.362505257131,5.333333333333334,2516.5749999999994,3083.0646250000004,689.5074999999999,140.31400000000002,,212.0645,379.20787499999994,715.3519999999999,241.69840000000005,,377.87062499999996,
AS14.31,2014-04-09,7.2,0.36,0.43999999999999995,0.18407870908063767,9.0,10400.036505639553,8.0,2948.668999999999,5170.13975,719.5197499999999,156.85500000000002,,224.37050000000002,441.280875,731.23,317.4073333333334,,321.771875,
AS14.31,2014-04-10,7.8,0.28,0.44000000000000006,0.17570543871097224,6.0,14337.768506944178,11.0,3262.3029999999985,8315.23625,727.05075,205.05675000000002,,181.25137500000002,403.79825,920.5809999999999,347.976,,303.203625,
AS14.31,2014-04-11,7.0,0.4,0.64,0.1967020224480223,15.0,21209.573511064053,12.0,4443.099,11760.17775,793.347125,231.14375,,177.4554166666667,444.97225,1224.966,378.5446666666667,,400.468125,
AS14.31,2014-04-12,6.8,0.4800000000000001,0.76,0.21151186368108715,19.0,21710.31501162052,11.5,4503.785,12391.6055,1024.1412500000001,227.24175000000002,,157.67887500000003,442.96824999999995,1185.8329999999999,409.11333333333334,,479.79925,
AS14.31,2014-04-13,6.2,0.24,0.8400000000000001,0.25779413017539987,23.0,20833.819763213396,10.166666666666666,4789.503999999999,11895.630125,1179.93125,202.09875,,152.49050000000003,293.325,907.1579999999999,439.682,,541.197,
AS14.31,2014-04-14,7.0,0.040000000000000015,0.72,0.23826996655790794,25.0,20098.72151249647,9.5,4543.361999999999,11236.461375,1074.2842500000002,181.02175,,151.51250000000005,358.82925,1123.6749999999997,470.2506666666667,,512.20125,
AS14.31,2014-04-15,6.75,-0.039999999999999994,0.75,0.23054366899835843,24.0,16641.111260265112,8.5,3880.795,8698.542625000002,956.0796250000002,175.06550000000001,,129.4029375,312.45225000000005,1064.1035,500.81933333333336,,474.73324999999994,
AS14.31,2014-04-16,7.0,-0.15999999999999998,0.61,0.20743317970371336,17.0,11500.784006118774,8.5,2761.3529999999982,6346.756625,892.8776250000001,202.83500000000004,,100.28256250000003,433.25725,786.8824999999998,531.388,,452.75924999999995,
AS14.31,2014-04-17,6.8,-0.16,0.65,0.19838751474754623,13.0,13274.342504560947,9.0,3065.7809999999986,6898.215875000001,827.8527500000001,237.93650000000005,,95.26956250000002,495.76325,842.8965,561.9566666666667,,420.6855,
AS14.31,2014-04-18,7.8,0.0,0.61,0.1402683447403292,12.0,16168.334004998207,10.0,2851.816999999999,9117.236,1010.1121249999999,280.38725000000005,,116.28481250000002,540.098875,1037.9115,592.5253333333334,,309.167,
AS14.31,2014-04-19,8.0,0.32,0.85,0.20839161587939983,13.0,15415.916005134583,10.0,3038.2659999999987,8954.358375,933.2648749999998,330.18725000000006,,158.56331250000002,449.096625,599.7214999999999,623.094,,345.16075,
AS14.31,2014-04-20,6.4,0.5599999999999999,1.02,0.2563799320395489,14.5,18218.28575733304,10.0,3867.6559999999977,10607.180124999999,938.6144999999998,335.95650000000006,,209.14587500000002,487.45662500000003,500.55499999999995,653.6626666666667,,477.41625,
AS14.31,2014-04-21,7.0,0.6,1.0,0.24958953510748633,12.5,20056.191761404276,10.0,4271.700999999997,10885.646875,1137.963,279.09000000000003,,280.60200000000003,490.98050000000006,643.5210000000001,690.0521,,474.4365,
AS14.31,2014-04-22,7.0,0.4800000000000001,1.0,0.24304333880613865,12.5,20967.564013123512,12.0,4240.827999999998,10892.769375,1198.0363749999997,305.365,,271.654,603.7303750000001,900.3040000000001,732.2623,,604.149,
AS14.31,2014-04-23,6.5,0.6,1.04,0.25452482028762013,9.5,22091.451513946056,13.5,4735.559999999998,11258.090125,682.1757499999999,386.76125,,434.38475,562.1007500000001,712.232,780.2932666666667,,815.706,
AS14.31,2014-04-24,7.0,0.49000000000000005,0.95,0.19032697047052255,6.5,24049.570766478777,14.5,4736.456999999998,12586.176125,812.168375,363.04525,,384.78625,559.77975,724.261,834.145,,900.8955,
AS14.31,2014-04-25,7.0,0.45,0.8300000000000001,0.15540034905971528,15.0,26086.141516029835,15.0,5446.491,12921.2215,1293.1612499999999,351.18724999999995,,316.91700000000003,611.6150000000001,646.4669999999999,827.771375,,841.9475,
AS14.31,2014-04-26,7.4,0.47666666666666657,0.95,0.2269412496046183,30.0,28227.465013861656,15.0,6965.676000000005,14087.017375,1047.928375,351.18725,,218.2075,474.02375000000006,564.338,856.002875,5.064,809.61575,
AS14.31,2014-04-27,6.8,0.6766666666666665,0.99,0.21596807234202542,31.0,27253.515263408422,12.5,6968.360000000005,13638.0955,913.1059999999999,318.39475000000004,,236.32349999999997,455.58112500000004,445.71299999999997,838.338875,10.128,825.1677499999998,
