,time,mood,circumplex.arousal,circumplex.valence,activity,call,screen,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,id
45,2014-04-02,,0.0,4.4408920985006264e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0,AS14.33
46,2014-04-03,,0.0,4.4408920985006264e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0,AS14.33
47,2014-04-04,,0.0,4.4408920985006264e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0,AS14.33
48,2014-04-05,,0.0,4.4408920985006264e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0,AS14.33
49,2014-04-06,,0.0,4.4408920985006264e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0,AS14.33
50,2014-04-07,,0.0,4.4408920985006264e-17,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0,AS14.33
51,2014-04-08,,0.0,4.4408920985006264e-17,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0,AS14.33
52,2014-04-09,,0.0,4.4408920985006264e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0,AS14.33
53,2014-04-10,,0.0,4.4408920985006264e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0,AS14.33
54,2014-04-11,,0.0,4.4408920985006264e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0,AS14.33
55,2014-04-12,,0.0,4.4408920985006264e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0,AS14.33
56,2014-04-13,,0.0,4.4408920985006264e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0,AS14.33
57,2014-04-14,,0.0,4.4408920985006264e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0,AS14.33
58,2014-04-15,7.0,0.0,4.4408920985006264e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0,AS14.33
59,2014-04-16,7.2,0.06666666666666662,0.06666666666666671,0.019005502693149434,1.0,2319.6885036826134,1.0,579.6699999999995,960.60775,150.25850000000003,0.0,0.0,0.0,107.616,2767.7749999999996,0.0,27.135,163.45774999999992,0.0,AS14.33
60,2014-04-17,7.4,-0.05333333333333338,0.3466666666666667,0.03343994066347496,1.0,8688.86575987935,1.0,2215.200000000001,1815.75275,463.99850000000004,0.0,0.0,0.0,245.733875,7652.367,0.0,27.135,446.90274999999997,0.0,AS14.33
61,2014-04-18,7.666666666666667,-0.21333333333333337,0.5066666666666667,0.04081032309260545,1.0,12124.507514894009,1.0,3257.400000000001,3077.292375,569.912375,0.0,0.0,0.0,316.343875,11753.883000000002,0.0,27.135,549.2717499999999,0.0,AS14.33
62,2014-04-19,7.4,-0.21333333333333337,0.7066666666666668,0.09267145040624267,1.0,16160.874518454077,1.0,4642.5070000000005,3869.6118750000005,647.5416250000001,0.0,0.0,0.0,371.798875,13706.892000000002,0.0,27.135,633.21075,0.0,AS14.33
63,2014-04-20,7.2,-0.21333333333333337,0.9466666666666667,0.09882308102797688,1.0,20859.262524068356,1.0,5196.492000000001,4652.546,881.65075,0.0,0.0,0.0,432.646875,19551.156000000003,0.0,27.135,636.22075,0.0,AS14.33
64,2014-04-21,6.2,-0.2800000000000001,1.0,0.08770970758978508,1.0,22440.66127499938,1.0,5074.680000000001,4880.235125,1026.1153749999999,0.0,0.0,0.0,388.305875,21650.890000000003,3.019,0.0,476.97099999999995,0.0,AS14.33
65,2014-04-22,5.2,-0.2800000000000001,0.68,0.09037460265742134,1.0,22358.32002592087,1.0,4752.420999999999,4942.283625,981.64275,0.0,0.0,0.0,328.759,21858.471,55.455,0.0,283.658,0.0,AS14.33
66,2014-04-23,7.0,-0.16000000000000006,0.4,0.08454726026771672,1.0,21568.098775774244,,4181.806,3933.832375,1145.1262499999998,0.0,0.0,0.0,326.412,20373.379,55.455,0.0,181.289,0.0,AS14.33
67,2014-04-24,8.4,-0.21000000000000005,0.4,0.05954065701214959,1.0,22957.301028490067,1.0,4453.642000000001,4927.2025,1275.098125,0.0,0.0,0.0,337.852625,21811.246,106.167,0.0,188.339,0.0,AS14.33
68,2014-04-25,7.6,-0.050000000000000044,0.36000000000000004,0.08267910460973356,1.0,24126.13702440262,1.0,6150.513000000003,5081.172125,1182.2075,0.0,0.0,0.0,329.196625,18490.606,142.336,0.0,185.329,0.0,AS14.33
69,2014-04-26,6.2,0.02999999999999996,0.4400000000000001,0.14264430254819757,1.0,25953.32902467251,1.0,7885.903000000004,4218.304625000001,983.1956250000001,0.0,0.0,0.0,321.84662499999996,16398.067,139.317,4.011,203.81799999999998,0.0,AS14.33
70,2014-04-27,6.75,-0.09000000000000002,0.56,0.1364758300969195,1.0,24940.474525392056,1.0,7826.466000000004,4481.59,1044.8048749999998,0.0,0.0,0.0,304.64462499999996,16419.698,86.881,4.011,118.662,0.0,AS14.33
71,2014-04-28,6.2,-0.3,0.8300000000000001,0.1514970418711216,1.0,30557.83527907729,1.0,9761.417000000009,5675.16375,985.0666249999999,3.106,0.0,0.0,294.888625,19542.851000000002,86.881,4.011,410.7265,0.0,AS14.33
72,2014-04-29,6.4,-0.32999999999999996,0.7100000000000001,0.14059127670537355,1.0,32423.619526684284,1.0,9785.025000000007,4949.711875,1031.76225,3.106,0.0,0.0,366.99362500000007,21044.717,180.64999999999998,4.011,417.37350000000004,0.0,AS14.33
73,2014-04-30,7.0,-0.6900000000000001,0.56,0.1139559425870856,1.0,30231.881030201912,1.0,8120.356000000004,4590.3285,1102.3715,3.106,0.0,0.0,369.3556250000001,22396.230000000003,363.36237500000004,4.011,417.37350000000004,0.0,AS14.33
74,2014-05-01,,-0.89,0.4600000000000001,0.08164325343923437,1.0,31190.146531283855,1.0,8151.1790000000055,5493.989875,1316.70725,3.106,0.0,0.0,370.70862500000004,23472.735,568.425375,0.0,525.8175,0.0,AS14.33
75,2014-05-02,,-0.65,0.38000000000000006,0.13883088533812316,1.0,26583.280273646116,1.0,7292.493000000005,4313.511,985.8306249999999,3.106,0.0,0.0,362.76725000000005,18358.931,568.425375,0.0,590.52725,0.0,AS14.33
76,2014-05-03,8.333333333333334,-0.4,0.23000000000000007,0.18247599036370915,1.0,20606.1572663486,1.0,5914.572,2960.4968750000003,778.1815,0.0,0.0,0.0,322.68225000000007,13129.122000000001,568.425375,0.0,298.46274999999997,0.0,AS14.33
77,2014-05-04,7.333333333333333,-0.32,0.35000000000000003,0.23518960264628533,1.0,17763.1255158782,1.0,6257.791,2211.584125,732.0408749999999,0.0,0.0,0.0,221.240625,9861.501,553.911375,0.0,298.59175000000005,0.0,AS14.33
78,2014-05-05,,-0.4533333333333334,0.4333333333333334,0.23961676925760753,1.0,16394.097014069557,1.0,6639.130000000001,2745.487875,751.6172499999999,0.0,0.0,0.0,205.837625,9708.723999999998,409.684,0.0,298.59175000000005,0.0,AS14.33
79,2014-05-06,5.0,-0.33333333333333337,0.33333333333333337,0.2194598345134991,1.0,14803.655764728786,1.0,5698.683000000001,5277.853000000001,884.7946249999999,0.0,0.0,0.0,148.55962499999998,10815.262999999999,377.788375,0.0,182.91375,0.0,AS14.33
80,2014-05-07,6.6,-0.3833333333333334,0.2333333333333334,0.15169326245711529,1.0,15543.24126645923,1.0,5568.610000000001,5284.9360000000015,1014.8084999999999,0.0,0.0,0.0,136.625,12528.273,379.951375,0.0,116.415,0.0,AS14.33
81,2014-05-08,4.8,-0.5433333333333334,0.31333333333333335,0.10704673996817968,1.0,18847.141271799806,1.0,5999.715000000003,6400.5387500000015,1391.2124999999999,0.0,0.0,0.0,211.338625,15714.402,684.78175,0.0,221.51300000000003,0.0,AS14.33
82,2014-05-09,7.6,-0.5033333333333334,0.07333333333333339,0.0414747040409593,1.0,19376.49202656746,1.0,4837.504000000001,6709.4365,1457.0815,0.0,0.0,0.0,233.184625,18798.673000000003,554.89475,0.0,140.225,0.0,AS14.33
83,2014-05-10,6.0,-0.25,0.14000000000000007,0.0533864101516512,1.0,21758.599777966738,1.0,5120.119000000001,6419.680125000001,1435.5014999999999,0.0,0.0,0.0,262.571625,17574.311,519.7327500000001,0.0,251.53674999999998,0.0,AS14.33
84,2014-05-11,6.0,-0.25,0.22000000000000006,0.040231392249616256,1.0,19081.590024948124,1.0,4093.4989999999993,3120.783625,1164.835,0.0,0.0,0.0,316.122625,15015.229000000001,350.59237500000006,0.0,236.07375,0.0,AS14.33
85,2014-05-12,5.0,-0.35,0.4200000000000001,0.04468295425436633,1.0,19967.207526981834,1.0,4272.955999999999,3705.6113750000004,1242.03925,0.0,0.0,0.0,356.62225,16366.04,348.42937500000005,0.0,232.88675,0.0,AS14.33
86,2014-05-13,6.833333333333333,-0.09000000000000002,0.3400000000000001,0.05711289596187954,1.0,19178.69152468443,1.0,4016.891999999998,4153.97225,1164.257,0.0,0.0,0.0,303.034625,15078.923,49.733999999999995,0.0,157.17274999999998,0.0,AS14.33
87,2014-05-14,6.0,-0.19666666666666668,0.4600000000000001,0.05481966216347702,1.0,15233.637517988684,,3409.7739999999985,3694.6315,1102.8600000000001,0.0,0.0,0.0,339.02925,12031.427,49.653999999999996,0.0,140.69574999999998,0.0,AS14.33
88,2014-05-15,7.0,-0.11666666666666667,0.36000000000000004,0.060332316198325096,1.0,17475.264768987894,1.0,4291.465,5506.877375,1313.3292499999998,0.0,0.0,0.0,349.54425,14685.312,237.86999999999998,2.007,64.356,0.0,AS14.33
89,2014-05-16,6.0,-0.03666666666666667,0.4800000000000001,0.06845590020800889,1.0,18363.755518496037,1.0,4954.671999999999,5484.67675,1420.7814999999998,0.0,0.0,0.0,372.67425,14387.867999999999,233.84299999999996,2.007,93.69400000000002,0.0,AS14.33
90,2014-05-17,6.0,0.16333333333333333,0.44666666666666677,0.06698713121460946,1.0,18675.949267357588,1.0,5203.9169999999995,5321.313,1434.7048749999997,0.0,0.0,0.0,330.10862499999996,14584.489000000001,233.84299999999996,2.007,93.69400000000002,0.0,AS14.33
91,2014-05-18,6.2,-0.056666666666666664,0.4866666666666667,0.04254082469157975,1.0,19034.013520419598,1.0,5035.550999999999,4754.282250000001,1349.758625,0.0,0.0,0.0,353.193625,17556.529000000002,227.70799999999997,2.007,75.43100000000001,0.0,AS14.33
92,2014-05-19,6.25,-0.030000000000000006,0.44666666666666666,0.04357308310808722,1.0,20081.06627175212,1.0,5006.173999999999,4847.552625,1219.8987499999998,0.0,0.0,0.0,348.001,18131.854,227.70799999999997,2.007,75.43100000000001,0.0,AS14.33
93,2014-05-20,6.0,-0.13000000000000003,0.44666666666666666,0.02274324189242834,1.0,15125.790769726038,1.0,3230.488999999998,2639.70275,939.64825,0.0,0.0,0.0,314.39,15449.644,0.0,2.01,40.459,0.0,AS14.33
94,2014-05-21,5.75,-0.3433333333333334,0.20666666666666672,0.01582315442735944,1.0,15106.317021012308,1.0,2715.2329999999984,2926.527875,1069.1913749999999,0.0,0.0,0.0,305.63,16807.474000000002,0.0,2.01,11.121,0.0,AS14.33
95,2014-05-22,5.833333333333333,-0.29333333333333333,0.19000000000000006,0.014796041993324478,1.0,15001.990521132946,,2527.882999999999,3541.3400000000006,900.5514999999999,0.0,0.0,0.0,316.873625,15392.658000000003,0.0,2.01,19.959000000000003,0.0,AS14.33
96,2014-05-23,6.4,-0.33999999999999997,0.15000000000000005,0.015366895813174122,1.0,11966.521265953781,1.0,1988.1349999999995,3226.4992500000003,826.0844999999999,0.0,0.0,0.0,358.17025,12823.255000000001,0.0,2.01,8.838000000000001,0.0,AS14.33
97,2014-05-24,6.25,-0.45,0.16000000000000006,0.016394755849793753,1.0,14620.287268131973,1.0,2290.6339999999996,5146.88975,1089.146875,0.0,0.0,0.0,333.767875,14278.710000000003,0.0,2.01,8.838000000000001,0.0,AS14.33
98,2014-05-25,5.4,-0.5,0.1266666666666667,0.04501236460087949,1.0,17281.678016901016,1.0,3227.332999999999,6242.834124999999,1023.7262499999999,0.0,0.0,0.0,330.687875,14545.204000000002,0.0,0.0,105.82,0.0,AS14.33
99,2014-05-26,6.2,-0.44666666666666666,0.16666666666666669,0.06461647954528955,1.0,18079.695267409086,1.0,3633.804999999999,6477.946,870.6591249999999,0.0,0.0,17.103375,434.75750000000005,14517.812000000002,0.0,0.0,105.82,0.0,AS14.33
100,2014-05-27,8.2,-0.6666666666666667,0.1966666666666667,0.06484972596136009,1.0,18126.596517264843,1.0,3505.8029999999994,6840.943125,885.5991249999998,0.0,0.0,17.103375,504.71112500000004,14448.92,0.0,0.0,153.15499999999997,0.0,AS14.33
101,2014-05-28,7.0,-0.5,0.43666666666666665,0.08139263653735174,1.0,21791.578268140554,1.0,4670.152,7757.94525,1074.0247499999998,0.0,0.0,123.778875,735.922,15029.163,0.0,0.0,183.82099999999997,0.0,AS14.33
102,2014-05-29,6.8,-0.6166666666666666,0.5866666666666667,0.11240630752353709,1.0,17898.28876450658,1.0,4499.527,5887.376749999999,768.5167499999998,0.0,0.0,123.778875,699.319375,12238.320999999998,0.939,0.0,187.01999999999998,0.0,AS14.33
103,2014-05-30,7.0,-0.6266666666666667,0.44000000000000006,0.11869250694241798,1.0,19309.913766294714,1.0,4943.241000000004,5781.139125,820.986375,0.0,0.0,123.778875,709.5673750000001,11908.458999999999,1027.0913750000002,8.072,289.54975,0.0,AS14.33
104,2014-05-31,,-0.9466666666666667,0.64,0.09565221005396593,1.0,15223.785761386152,1.0,4131.814000000003,4818.8433749999995,564.5002499999999,0.0,0.0,106.6755,537.5767500000001,8476.533,1027.0913750000002,8.072,289.54975,0.0,AS14.33
105,2014-02-16,,,,,,,,,,,,,,,,,,,,AS14.32
106,2014-02-17,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
107,2014-02-18,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
108,2014-02-19,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
109,2014-02-20,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
110,2014-02-21,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
111,2014-02-22,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
112,2014-02-23,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
113,2014-02-24,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
114,2014-02-25,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
115,2014-02-26,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
116,2014-02-27,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
117,2014-02-28,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
118,2014-03-01,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
119,2014-03-02,,,,,,,,,,,,,,,,,,,,AS14.32
120,2014-03-03,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
121,2014-03-04,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
122,2014-03-05,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
123,2014-03-06,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
124,2014-03-07,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
125,2014-03-08,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
126,2014-03-09,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
127,2014-03-10,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
128,2014-03-11,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.32
