id,time,mood,circumplex.arousal,circumplex.valence,activity,call,screen,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
AS14.01,2014-03-23,6.8,0.2,0.8,0.14274111580506368,0.0,5005.785755544901,0.0,649.79,3845.0211250000007,74.63725,43.403000000000006,0.0,0.0,72.14862500000001,824.2989999999999,0.0,0.0,30.086,30.386
AS14.01,2014-03-24,6.0,0.8,0.0,0.07896105611559796,10.0,9217.776507437227,0.0,818.5559999999997,6552.701249999996,140.89825,34.106,0.0,3.01,66.55799999999999,2412.0949999999993,145.443375,0.0,53.653749999999995,0.0
AS14.01,2014-03-25,6.75,0.5,0.5,0.09837411239050675,0.0,7480.777007222176,1.0,597.7679999999998,6319.8873749999975,53.370625000000004,43.053999999999995,0.0,0.0,94.76925,1757.908,0.0,183.09525,222.89299999999997,0.0
AS14.01,2014-03-26,6.6,-0.2,0.6,0.10130832167007593,0.0,7942.932755500079,0.0,826.4199999999995,6411.239125,207.65412500000002,52.331,0.0,0.0,88.069625,2638.610999999999,0.0,0.0,33.365,0.0
AS14.01,2014-03-27,7.0,0.2,0.8,0.1595106409690975,2.0,6688.075254768132,1.0,926.0809999999999,5121.469125000001,251.11675,42.218999999999994,0.0,123.39212500000001,58.532000000000004,615.652,47.314,0.0,171.39174999999994,0.0
AS14.01,2014-03-28,6.4,-0.6,0.6,0.09569802163712016,5.0,3560.73575153947,0.0,779.6759999999997,866.833,321.49537499999997,89.16600000000001,233.036,0.0,148.154875,512.741,814.5795,0.0,218.00150000000002,0.0
AS14.01,2014-03-29,8.0,0.2,1.0,0.06820281010186964,4.0,3513.0865042805667,1.0,516.0789999999998,2041.591875,358.217,0.0,0.0,0.0,117.63562500000002,472.88800000000003,52.435,0.0,454.80575,0.0
AS14.01,2014-03-30,7.5,-0.5,0.75,0.049092970521542004,0.0,1528.0047525465493,0.0,338.6660000000001,755.6571250000001,313.70599999999996,0.0,0.0,0.0,74.003,167.685,0.0,66.477,38.296,0.0
AS14.01,2014-03-31,7.4,0.0,0.6,0.07050548088338955,6.0,5994.0770059824,0.0,1031.43,4385.739125,726.1907499999999,41.255,51.176,0.0,204.90387499999997,1246.6609999999998,183.381,29.29,201.67175000000003,0.0
AS14.01,2014-04-01,6.0,0.2,0.0,0.11844324271273599,1.0,9204.23600924015,0.0,1223.4860000000006,5587.1320000000005,467.799,405.87750000000005,234.741,37.36575,104.54362500000002,4157.940000000002,893.4792499999999,0.0,439.91824999999994,0.0
AS14.01,2014-04-02,6.5,0.3333333333333333,0.6666666666666666,0.10191661063822345,4.0,10745.117009401321,0.0,1396.4950000000006,6266.011749999998,609.0308749999999,195.57000000000002,0.0,17.103375,299.54012500000005,2827.468,0.0,0.0,249.0335,0.0
AS14.01,2014-04-03,6.4,-1.2,0.0,0.04923847270844108,4.0,11099.354258269072,0.0,1391.0290000000007,11213.609125000004,520.0383749999999,57.31150000000001,0.0,0.0,174.857625,2744.781000000001,19.082,0.0,179.91775,0.0
AS14.01,2014-04-04,6.2,0.2,0.4,0.12668931120732582,2.0,5520.515754371883,1.0,1034.4039999999995,4228.091500000001,351.39762499999995,0.0,0.0,0.0,121.84325,1688.6519999999996,158.09537499999996,0.0,128.692,0.0
AS14.01,2014-04-05,6.8,-0.4,0.6,0.1190023022034455,0.0,2475.9810010194788,0.0,516.8239999999997,1631.7314999999999,35.304625,0.0,0.0,0.0,81.133,363.208,187.94500000000002,0.0,118.956,0.0
AS14.01,2014-04-06,6.5,-0.75,0.5,0.06440779944246812,4.0,4023.9017534554005,0.0,837.6159999999994,2396.950375000001,70.60925,0.0,114.406,0.0,97.180625,298.599,0.0,0.0,46.249,0.0
AS14.01,2014-04-07,6.5,-0.6666666666666666,0.25,0.050670621174317886,1.0,5504.515255659819,0.0,844.0979999999997,4807.8845,120.11587500000002,46.128,0.0,17.103375,136.14225,1226.5499999999995,60.247,0.0,92.2435,0.0
AS14.01,2014-04-08,6.6,-0.4,0.3333333333333333,0.07532705826134847,1.0,8694.616258114576,0.0,824.3849999999996,5836.497249999996,622.2217499999999,19.131,0.0,0.0,81.956625,1911.416,0.0,0.0,36.143,0.0
AS14.01,2014-04-09,7.4,-0.8,1.0,0.12038411453232874,4.0,9667.52500844002,0.0,939.0229999999991,5153.6511249999985,348.92662499999994,0.0,0.0,0.0,105.34525,2673.2780000000002,0.0,0.0,162.16424999999998,0.0
AS14.01,2014-04-10,7.4,-0.4,0.8,0.07896310519489107,7.0,4824.498004198075,0.0,656.5879999999997,3081.948375000001,222.18649999999994,0.0,1.059,17.103375,98.43462500000001,1134.9800000000002,0.0,0.0,271.57649999999995,0.0
AS14.01,2014-04-11,7.0,-1.2,0.8,0.07998620207306051,0.0,5393.476254194973,0.0,926.9549999999995,3193.6202500000018,348.31199999999995,94.093,0.0,0.0,51.452,596.807,34.234,0.0,175.85675,0.0
AS14.01,2014-04-12,7.25,-0.75,0.75,0.07224906147031818,0.0,2437.367752939463,0.0,299.68899999999985,1710.0112500000005,372.65324999999996,0.0,0.0,0.0,79.033,264.432,5.031,0.0,297.20025,0.0
AS14.01,2014-04-13,8.0,-1.25,1.0,0.014021328954370723,0.0,1523.2900003194818,0.0,356.7449999999999,943.3741249999998,110.08725,82.413,0.0,0.0,94.20899999999999,34.501999999999995,0.0,0.0,0.0,0.0
AS14.01,2014-04-14,7.2,-1.2,0.6,0.08388731446988419,1.0,7014.364005208015,1.0,865.0019999999998,5025.939375,843.7927499999997,89.32300000000001,0.0,0.0,139.46062500000005,1075.8029999999999,29.104,0.0,605.9379999999999,0.0
AS14.01,2014-04-15,6.4,0.0,0.8,0.09011215278072525,8.0,6790.73750346899,1.0,1359.5599999999995,5215.465124999999,530.916625,13.043,0.0,0.0,80.141625,2813.4570000000012,8.363,0.0,258.74324999999993,0.0
AS14.01,2014-04-16,7.2,0.75,0.5,0.1161103361271222,0.0,7040.362005114555,1.0,828.4789999999998,3993.642000000001,303.6345,0.0,0.0,0.0,40.784,1687.5690000000004,0.0,0.0,206.2415,0.0
AS14.01,2014-04-17,6.625,-0.125,0.625,0.05691785667209682,2.0,5002.080005168916,0.0,541.5469999999999,4649.742125000002,128.46725,0.0,0.0,0.0,53.763000000000005,1432.461,0.0,0.0,49.718,0.0
AS14.01,2014-04-18,6.8,-0.8,0.8,0.09403300669497609,1.0,4396.063004493713,0.0,868.6419999999997,3611.763375000002,223.52450000000005,107.77350000000001,0.0,0.0,47.788999999999994,665.6209999999999,63.873999999999995,0.0,76.05075000000001,0.0
AS14.01,2014-04-19,7.8,-0.2,1.0,0.09943191172384026,1.0,4321.50025460124,0.0,704.5019999999995,2588.818124999999,164.306875,83.66150000000002,29.084,0.0,31.482,396.672,128.89,0.0,155.58749999999998,0.0
AS14.01,2014-04-20,7.25,-0.25,0.75,0.07481624304311597,2.0,5075.796004414559,2.0,769.2189999999999,3831.4795,314.13637499999993,10.606,0.0,0.0,34.202,1356.1039999999996,0.0,0.0,121.03500000000001,0.0
AS14.01,2014-04-21,7.6,-0.25,1.0,0.10204105896824717,2.0,2577.3750014305124,0.0,801.7509999999994,1733.6850000000002,71.84262500000001,33.266,0.0,0.0,58.04899999999999,335.545,68.278,0.0,166.87475,0.0
AS14.01,2014-04-22,7.4,0.2,1.0,0.09192955182229205,2.0,9126.817006111145,0.0,1106.3739999999987,8907.939124999999,553.9888749999999,38.453,0.0,0.0,63.16,1317.9039999999998,0.0,0.0,401.6859999999999,0.0
AS14.01,2014-04-23,7.6,0.2,1.0,0.04598568913376553,1.0,7152.166754990815,0.0,753.3049999999998,6265.106124999995,203.212875,18.051,0.0,0.0,42.398,526.598,0.0,0.0,224.70149999999998,0.0
AS14.01,2014-04-24,7.6,-0.4,1.0,0.05090298819403429,1.0,7427.257257074116,0.0,771.0590000000002,6697.033749999999,992.9606249999998,85.48750000000001,0.0,0.0,31.933,1982.9890000000003,51.184,0.0,555.5872499999999,0.0
AS14.01,2014-04-25,7.2,-0.2,0.8,0.10906106363682745,2.0,6103.950503647327,1.0,627.7099999999996,5293.918249999997,305.51275,21.070999999999998,0.0,0.0,68.847,1681.1559999999997,63.315999999999995,0.0,247.1165,0.0
AS14.01,2014-04-26,7.6,-0.2,1.0,0.214248771624235,3.0,3373.700753003359,4.0,696.7049999999997,1605.6096249999996,35.304625,27.266999999999996,0.0,0.0,46.205,220.22899999999998,470.773,3.148,279.8765,0.0
AS14.01,2014-04-27,7.5,-0.125,1.0,0.030478923798963695,0.0,2774.0312527120122,0.0,738.3589999999997,1753.3606249999991,274.558875,0.0,0.0,0.0,168.73749999999998,27.47,0.0,0.0,60.337999999999994,0.0
AS14.01,2014-04-28,7.6,-0.8,0.8,0.0196753225383989,2.0,4850.152254909277,0.0,685.4369999999998,3878.385500000001,294.98875,134.866,0.0,0.0,71.766625,789.278,0.0,0.0,380.193,0.0
AS14.01,2014-04-29,7.0,-0.25,1.0,0.10275824852950448,0.0,4857.794503271581,0.0,792.7509999999994,2763.361999999999,585.0211249999999,0.0,326.05150000000003,0.0,40.471999999999994,395.613,41.982,0.0,343.37225,0.0
AS14.01,2014-04-30,7.8,-0.4,0.75,0.1510514590407472,1.0,4839.093002438544,0.0,622.548,3198.6462499999993,270.599125,90.49350000000001,0.0,0.0,134.08525,89.16599999999998,272.798,0.0,100.32075,0.0
AS14.01,2014-05-01,8.0,-0.4,1.0,0.03706526814765703,7.0,8947.677255362272,4.0,1174.8059999999996,6914.686749999999,194.51812500000003,687.0840000000002,0.0,17.103375,44.43,2453.543,0.0,0.0,269.56899999999996,0.0
AS14.01,2014-05-02,7.6,-0.2,1.0,0.07734101929677568,0.0,6883.238006234171,0.0,631.9069999999996,5319.038874999999,191.183875,447.18499999999995,0.0,0.0,32.443,714.093,0.0,0.0,11.083,0.0
AS14.01,2014-05-03,8.0,-0.2,1.0,0.07174088489517204,0.0,4014.533504545688,1.0,560.3119999999999,2375.963125,433.97962499999994,118.67550000000001,0.0,0.0,40.568999999999996,205.602,110.438375,30.102,92.87575000000001,0.0
AS14.01,2014-05-04,8.0,-0.5,1.0,0.13619180837703834,0.0,2625.4592524468894,0.0,716.0099999999995,2299.623374999999,130.95825000000002,0.0,0.0,0.0,35.525000000000006,329.619,0.0,0.0,0.0,0.0
AS14.01,2014-05-05,,,,0.007842595452107337,0.0,727.1227507889271,0.0,366.705,666.9907499999999,35.304625,0.0,0.0,0.0,0.0,25.104,0.0,0.0,134.23925,0.0
AS14.02,2014-02-17,,,,,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-02-18,,,,,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-02-19,,,,,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-02-20,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-02-21,,,,,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-02-22,,,,,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-02-23,,,,,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-02-24,,,,,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-02-25,,,,,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-02-26,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-02-27,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-02-28,,,,,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-03-01,,,,,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-03-02,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-03-03,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-03-04,,,,,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-03-05,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-03-06,,,,,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-03-07,,,,,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-03-08,,,,,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-03-09,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-03-10,,,,,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-03-11,,,,,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-03-12,,,,,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-03-13,,,,,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-03-14,,,,,6.0,1605.1650004386906,0.0,157.29999999999998,976.6653749999999,135.25724999999997,0.0,0.0,0.0,167.346875,28.631,0.0,0.0,0.0,0.0
AS14.02,2014-03-15,,,,,7.0,4219.514502823354,0.0,1240.6760000000004,1872.2347500000005,167.964875,0.0,0.0,0.0,0.0,0.0,125.70000000000002,0.0,0.0,0.0
AS14.02,2014-03-16,6.333333333333333,0.0,0.0,,4.0,3144.6025014519687,1.0,669.9300000000001,1312.374375,35.304625,0.0,0.0,0.0,371.35525,181.591,0.0,0.0,0.0,0.0
AS14.02,2014-03-17,6.75,0.5,0.5,0.16806841495032573,4.0,5132.185253947974,0.0,942.2359999999996,3470.7211250000014,142.3075,0.0,0.0,0.0,103.69899999999998,103.02799999999999,0.0,0.0,0.0,0.0
AS14.02,2014-03-18,8.2,0.6,0.8,0.2194843842554376,15.0,4080.692252606153,1.0,917.2059999999994,2586.95125,50.763625000000005,0.0,0.0,0.0,88.72200000000001,212.36399999999995,0.0,0.0,0.0,0.0
AS14.02,2014-03-19,6.8,0.4,0.4,0.31563175685064315,5.0,5317.508754044773,1.0,1071.59,2298.132874999999,146.731625,0.0,0.0,0.0,105.536,47.815,567.165,0.0,0.0,0.0
AS14.02,2014-03-20,7.25,-0.5,0.75,0.23902496021034733,10.0,3494.5230022668843,1.0,1198.2989999999995,2030.8741249999996,101.42325000000001,0.0,0.0,0.0,86.857,131.598,0.0,0.0,0.0,0.0
AS14.02,2014-03-21,7.5,-0.75,0.75,0.2896279249001075,10.0,5374.050753742457,1.0,1296.2079999999996,2085.5576249999995,89.10025,0.0,0.0,0.0,37.944,388.02099999999996,442.296,0.0,0.0,0.0
AS14.02,2014-03-22,6.5,-1.0,-0.5,0.44604368683290135,25.0,5574.159504473209,1.0,1346.5099999999993,1851.5063750000004,333.4923749999999,0.0,0.0,0.0,43.204,408.667,780.617,0.0,0.0,0.0
AS14.02,2014-03-23,6.25,-1.0,0.0,0.26969715703353236,8.0,3899.7437528669834,1.0,752.9359999999999,1453.03575,235.5655,0.0,0.0,0.0,59.087625,171.994,1229.825375,0.0,0.0,0.0
AS14.02,2014-03-24,6.4,0.2,-0.2,0.15612466250149995,5.0,2144.883499801159,0.0,657.4040000000003,1318.5415000000003,143.18562500000002,0.0,0.0,0.0,81.80799999999999,232.80100000000002,0.0,0.0,0.0,0.0
AS14.02,2014-03-25,7.75,-1.25,0.75,0.23051365485645378,7.0,3788.896501600743,0.0,1148.3780000000002,1884.3278750000002,106.83925,0.0,0.0,0.0,50.375,148.447,0.0,0.0,0.0,0.0
AS14.02,2014-03-26,7.2,-1.2,0.4,0.29395346240584214,5.0,4196.6332521140575,0.0,1013.3449999999996,1796.433125,316.0125,0.0,0.0,0.0,41.95,1213.5680000000002,0.0,0.0,0.0,0.0
AS14.02,2014-03-27,7.25,0.0,0.5,0.228849008922151,3.0,4300.604251474143,0.0,789.5549999999997,2471.3588750000004,149.00987500000002,0.0,0.0,0.0,244.02312500000002,81.366,0.0,0.0,67.16300000000001,0.0
AS14.02,2014-03-28,6.8,-0.6,0.6,0.2615983280781395,8.0,3423.9770005941396,2.0,780.2099999999996,1203.0683750000003,261.71087499999993,0.0,0.0,0.0,121.99362500000001,876.1379999999999,0.0,0.0,0.0,0.0
AS14.02,2014-03-29,7.25,-0.75,0.25,0.4324693550603951,4.0,3276.217248886824,0.0,986.634,1361.778875,117.562875,0.0,0.0,0.0,52.841,523.8539999999999,501.6439999999999,0.0,0.0,0.0
AS14.02,2014-03-30,7.0,-1.0,0.75,0.24188730879396783,10.0,2520.9310003519067,1.0,694.2350000000001,776.6243750000001,403.02237499999995,0.0,0.0,0.0,113.22800000000001,322.901,0.0,0.0,0.0,0.0
AS14.02,2014-03-31,7.2,-0.8,0.4,0.15637292366427652,14.0,4097.944751411676,2.0,1049.3880000000001,2172.432249999999,103.004625,0.0,0.0,0.0,81.059625,456.184,0.0,0.0,0.0,0.0
AS14.02,2014-04-01,7.4,-0.2,0.8,0.26196053218905446,2.0,3117.047497451306,1.0,1260.5889999999997,1266.90175,76.976,0.0,0.0,0.0,182.654625,191.12099999999998,183.216375,0.0,0.0,0.0
AS14.02,2014-04-02,6.4,-0.6,-0.2,0.3191205617996335,2.0,4921.062754422426,0.0,1112.678,2521.6985000000004,195.86825,0.0,0.0,0.0,128.74400000000003,317.901,0.0,0.0,0.0,0.0
AS14.02,2014-04-03,5.75,-0.25,0.0,0.3225058399099886,2.0,5150.88200223446,0.0,946.3609999999994,3271.7451250000004,169.330875,0.0,0.0,0.0,56.13199999999999,122.42099999999999,318.294,0.0,0.0,0.0
AS14.02,2014-04-04,6.4,-1.2,0.2,0.22727035660896044,5.0,3388.8200021982198,0.0,863.8649999999998,1994.711875,94.32025000000002,0.0,0.0,0.0,145.11662500000003,141.32000000000002,0.0,0.0,0.0,0.0
AS14.02,2014-04-05,7.4,0.0,0.6,0.3219197224805253,9.0,5814.380255788566,1.0,1177.885,2020.0883750000005,427.94975,0.0,0.0,0.0,100.89699999999999,258.611,349.44137499999994,0.0,0.0,0.0
AS14.02,2014-04-06,4.5,-1.0,-1.25,0.21520952016085246,6.0,2511.6359997987747,0.0,490.62099999999987,1152.65975,149.44562499999998,0.0,0.0,0.0,30.011000000000003,391.5420000000001,0.0,0.0,0.0,0.0
AS14.02,2014-04-07,6.8,0.0,0.6,0.1365237343960996,2.0,5076.008499681949,0.0,1028.9969999999998,2234.251625,205.03212499999998,0.0,0.0,0.0,106.148,1426.0230000000001,0.0,0.0,0.0,0.0
AS14.02,2014-04-08,6.25,-0.25,0.5,0.261951037621564,10.0,3714.065000653268,1.0,957.9199999999996,2070.961125,92.090625,0.0,0.0,0.0,134.434,636.2529999999999,0.0,0.0,0.0,0.0
AS14.02,2014-04-09,7.25,-0.5,0.25,0.24720984804489024,12.0,4015.048752695322,1.0,1043.0270000000005,1990.4014999999997,390.2803750000001,0.0,0.0,0.0,61.397,294.321,0.0,0.0,0.0,0.0
AS14.02,2014-04-10,7.25,0.25,0.75,0.2607506038432932,1.0,4892.989002108574,1.0,786.24,2318.3422499999997,292.4378750000001,0.0,0.0,0.0,115.80324999999999,566.807,285.611375,0.0,2.045,0.0
AS14.02,2014-04-11,6.5,-0.5,0.5,0.4244814273084368,7.0,4846.2900022268295,1.0,1055.9349999999997,2091.76875,369.928875,0.0,0.0,0.0,125.28225,319.6449999999999,630.9290000000002,0.0,0.0,0.0
AS14.02,2014-04-12,6.0,-2.0,-1.0,0.3783017333120428,6.0,3307.2215028405194,1.0,1046.9219999999996,1333.14775,0.0,0.0,0.0,0.0,11.016,157.19199999999998,362.18500000000006,0.0,6.986,0.0
AS14.02,2014-04-13,7.2,-0.6,0.4,0.2898201182827999,1.0,2089.6027489006524,0.0,436.0929999999998,834.7133749999998,144.366625,0.0,0.0,0.0,60.045625,123.07099999999998,159.64600000000002,0.0,0.0,0.0
AS14.02,2014-04-14,8.0,0.75,1.0,0.18707405017212794,8.0,2756.960251182318,7.0,647.2409999999996,1777.6271249999998,95.772,0.0,0.0,0.0,21.182,56.817,0.0,0.0,84.48800000000001,0.0
AS14.02,2014-04-15,7.25,-0.5,0.5,0.1736288831786874,14.0,407.50825056433683,1.0,86.87600000000002,198.12137500000003,19.658,0.0,0.0,0.0,0.0,25.386000000000003,0.0,0.0,0.0,0.0
AS14.02,2014-04-16,6.666666666666667,-0.3333333333333333,0.3333333333333333,0.3532763532763534,16.0,109.28399968147278,1.0,81.01400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-04-17,6.5,0.16666666666666666,-0.16666666666666666,0.4700854700854705,10.0,41.23499965667722,7.0,2.007,37.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-04-18,6.5,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-04-19,5.666666666666667,-0.6666666666666666,-0.3333333333333333,0.5,1.0,179.90925034880644,0.0,10.09,72.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-04-20,5.0,-0.6666666666666666,0.0,,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.02,2014-04-21,5.5,-0.5,-0.5,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
